Thank you to everyon who join us on the bu on Saturday and all the other Lion support at Loftu It wa awesom see Loftu RED !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Lion taken back to den for repair IF YOU follow the Pride In Bournemouth trail today you might ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Jump off the Brooklyn Bridg with my hang glider on Sunday Find a bookie now take bet on which state I land in  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Manciti striker Aguero and Dzeko you better thrash Bolton tomorrow night !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
||T|| out of the offic I think he 's in Milan Are you happi today ?  positive 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
Did I just here that Toni Romo play hide and seek at hi bachelor parti ? C'mon son ! ||U||  objective-OR-neutral 1 1 1 1 0 0 0 0 1 0 1 1 0 0 0 
RT ||T|| From now on our commentari will be FM one game. AM DAB the other So tonight Everton versu is on FM Blackburn v  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
he is obsess with Star War right now as a treat I am let him watch Famili Guy tonight  neutral 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
RT ||T|| I find it iron that I almost certainli would not be a Yanke fan today if I had n't gone to colleg near Boston  neutral 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 
Just like Clemson beat GT in the ACCCG at ACCSport Touch again RT ||T|| ||T|| Umm Rutger may veri well have 'won that game  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 1 1 0 1 
RT ||T|| Feel bad for star cross LionsRT ||T|| So far WR Titu Young is the onli one of the Lion top three pick  negative 1 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
PEREIRA COLOMBIA AUGUST 06 Player of Nigeria walk down the tunnel dure the Group D match bet PEREIRA C. ||U||  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| thank I am ! I saw the hollywood sign today ! ! ! ! ! And in Disney I got to meet a realli hot Aladdin laugh out loud e1  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
Andi Rooney will make hi last appear on 60 Minut thi Sunday If anything thi prove there is a God  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| ||T|| Do n't feel oblig to discuss tonight Live it larg in Brighton so pleas use direct messages..  positive 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 
Tri to go out tonight ! ! ! Where is there to go out here in Dalla ? ? ? ?  objective-OR-neutral 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 
||T|| Pretti cool name I have one cat a black cat name Merlin who leap on my chest in the middl of the night A heart attack soon  positive 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
RT ||T|| The safest place to be in Tottenham tonight is the Spur trophi cabinet.Ther 's no chanc of looter visit there  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
Tragedi struck and collid in my sport world today as Mikel Leshour blew hi Achil Wa on the Lion and my fantasi team  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Sox beat the Yanke tonight great day to move from NY to Boston  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| Wisconsin do n't forget to VOTE TODAY ! ! VOTE DEMOCRAT ! ! Go Wisconsin # WIunion It critic to vote GOP think you wont  positive 1 1 1 0 1 0 1 1 0 0 1 1 0 0 1 
RT ||T|| Check out my column in Scotland on Sunday ||T|| today on the gloriou grous ca n't wait for Friday !  positive 0 0 1 0 0 1 1 0 0 0 1 1 0 0 1 
I want to talk about how desper Luca Modric is to leav Spur he ransack Tottenham last night  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
if Everton get beat tonight do you think Moy will walk out ? I think he should  neutral 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
For Arsen and Spurs sake let 's hope the futur of Fabrega and Modric are sort befor Aug 31st  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Eagl lead by 27 point go into 4th QTR iffi 50metr penalti to help tiger Tiger still with a sniff  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Who 's go to be cool and be at church tonight at 6 30 ?  objective-OR-neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
RT ||T|| It is 5 = 30 a.m in the morn at New York Expect develop in next 4 hour Mr Gandhi must have just woken up  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Toni Romo better be on point tonight ! do n't have time to deal with hi foolish !  negative 1 1 1 1 0 0 1 0 0 0 1 0 0 0 0 
Welp glad i listen to my instinct and start Romo ...we 'll see how he doe tonight though  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
I understand where you get it frm..lol RT ||T|| Best Whi my granni just say Yolanda Donni look like Aladdin Jasmin Lol  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
I lost respect for the minut he sat at Duratma Gandhi 's graveyard yesterday India doe not need anoth Gandhi Vandemataram  negative 1 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
While watch famili guy on fox just saw a NFL on Fox promo for the Buc v Chief game for Friday.  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
'America 's Got Talent semifin begin Tuesday We want differ singer than American Idol and X Factor said. ||U||  negative 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| go to Florida with the fam I'ma be back Tuesday tho do n't trash the room up too much ! lol  positive 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 
ESPN stat from Sco v Ireland yesterday Have n't watch the game yet but the stat tell one stori ||U||  objective-OR-neutral 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 
Auburn spent their entir practic today insid the new indoor facil  objective 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| What happen at the Spur game last night mate ?  objective 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Isaiah 's prayer tonight ...and God thank you for all the wonder anim you made Like bears lions tiger and pterodactyls Love th  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| is creep ! RT me Justin LOVE YA so excit for the concert in octob MEXICO LOVE YOU&lt 3 you inspir me  positive 1 0 1 1 0 0 0 0 0 0 1 1 1 0 1 
My dad reckon if thi wa in Nigeria the presid would have issu a shoot on sight order sinc Saturday !  neutral 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 
Yo I 'm so pump 4 Thursday Raven versu Eagl Let 's get it ! !  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
I brought up go to see Switchfoot in Austin on a school night to mom and she wa like Okay cool Dallas too ! ......THAT WA TOO EASY  positive 1 0 1 1 0 0 0 0 0 0 1 1 1 0 1 
Just finish a great photo/video shoot for a Nuit Blanch fashion exhibit It 'll be on display at the Pantag hotel on Octob 1st  positive 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
off to bed,ther 's onli one kenni miller.wel done you LIONS,wel done my 3rd team pompey  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
State TV Request 2 join Israel ga deal trial to the one today under Judg Ahm Refaat Next we 'll add Amanda Knox trial to Refaat 's !  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Comedi Central made my night tonight  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
at LordVash He 'll get it when Raw is live in Mexico Citi in Oct He 's appar been havin tantrum that WWE keep snub him Moron  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
RT ||T|| 15th august The anthem still choke me up The flag still make me proud Gandhi still look over us happi Independ day  positive 1 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
RT ||T|| Good gig tonight in Derbi ! ! !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
||T|| ||T|| tomorrow i 'm go to buy the ticket of the concert in mexico city,obvi in the first line  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Look forward to ring in the new school year ||T|| for Aladdin...UNC Memori Hall Sat Aug 27th 6 30  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Gon not applic go school suppli shop tonight the onli thing I have for school is my Toni Romo folder e1  neutral 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 
good old trade union to repres father is go to ring up from itali tonight to coach me in what to say/do tomorrow at work e1  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Concert in Dalla wa a success tonight ! T'wa veri hot tho ! Church in the a.m Then back to Detroit !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
RT ||T|| Experi the excit of the Nuit Blanche an all night art and cultur festiv in Pari ||U||  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
RT ||T|| I 'll be at the Birmingham NSCoder night tomorrow That 's Alabama not the UK ||U||  objective 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 
||T|| tri to do the same ha But I 've been good Just wait to be up in Auburn with you all in Januari  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
RT ||T|| ||T|| Come parti with us Young Dro Next Sunday August 7th Black Lion Atl 253 Auburn Ave Free vodka shot menti  objective 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
RT ||T|| Head back to Chesterfield for a job tomorrow after an intens amaz few day in Derbi with the ||T|| lad  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| RT http://t.co/z3NLf4W Pleas vote for ARSEN GAMe Instant Messag 1st on everi wii ladder and want to hold it  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
I realli hate to think it but the same type thing that 's happen to Miami could happen to Alabama tomorrow  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Watch director 's cut of Alien Mayb it will give us some idea for Merlin tomorrow e1  positive 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
If Toni Romo doe n't score 50 fantasi point for me tonight I 'm screw Wait you 're say that 's not go to happen ?  negative 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 
More player have join Ghana 's camp ahead of the friendli game against Nigeria on Tuesday  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
It 's Singapor 's Independ Day today ! Happi Nation Day ! Ca n't wait for the parad thi even !  positive 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 
You 're go to ban straight to DVD Disney movi ? Aladdin 4 Jafar May Need Glass 1 or 2 ? Umm. Hahahah  positive 1 1 1 0 1 0 0 0 1 0 0 1 0 0 1 
||T|| i think I 've becom a Jet fan over the last few months their 1st game is on my birthday too !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
Paddi McGuin on Thi Morning continu to show the old stereotyp that broadcast from Bolton have to shout all the time  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| I may need Merlin 's help secretly of course but I do not know that I have the power to complet the spell myself  objective-OR-neutral 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 
||T|| Good morn Rooodi ! ! Much love mane from Bama ! Readi to see you do what you do ! Smoke the Fin tomorrow !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Re What did you do to your bike today ? Heat final broke here in Nebraska thi AM It wa a nice 67 degre ||U||  positive 1 1 1 0 1 0 0 0 1 0 0 1 0 0 1 
Escap the rain today 's lunchtim talk ||T|| A Short Histori of Ski-in in Scotland 12.45  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Buc 's dirti up Sanchez What do G-Men do with 5th spot ? NFL player agent Ryan Tollner set to join at 8pm...On ||T|| till 10pm  neutral 1 0 1 1 0 0 0 0 1 0 0 1 0 0 1 
Cowboys Toni Romo still search for career moment ||U|| via USA TODAY &gt same thing were said about Dirk Titl cure all  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
I just finish Dexter Season 5 I serious ca n't wait until Season 6 on Octob 2 ! Check out the trailer for it here ||U||  positive 0 1 1 0 1 0 1 0 0 0 1 1 0 0 0 
Tonight we test one of our Nuit Blanch project ! Nuit Blanch is come up ! What are we do you ask ? ||U||  neutral 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 
Dalla ! ! ! Are you readi to come have a great night with us ? ! We ca n't wait to blow the roof off with you !  positive 1 0 1 1 0 0 1 0 1 0 1 0 0 0 0 
||T|| Thank Still have love for my Galaxi ! ! I will cheer us on to victori at the stadium club tonit ! ! Beat Dalla ! !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
New issu of Forb Aug 26 ha my essay on a person encount with Gandhi apartheid in S Africa Not yet online but take a look  objective 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| ||T|| we have the new laptop for skype ! We fli to Ireland wednesday morning perhap we can skype befor then ?  objective-OR-neutral 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 
||T|| obvious we 're not look great right now but the 'Arsen will finish 5th predict is wrong everi year !  negative 0 1 1 0 1 0 1 0 0 0 1 0 0 0 0 
||T|| Dope night with the Eagl .did tell you he delet all the pictur  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| what did you think of Derbi tonight sav ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
I 'm go to the raven game in philli thi thursday  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
I spent the major of my weekend sit in bed edit watch the entir 1st season of Dexter 'T wa divin I have no regret  positive 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
RT ||T|| After Hour tonight Jammin Dimples Durrti Skanx Harri Shotta Byron Romo audio download ||U|| BIG !  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
NFL Rumor Tennesse Titan Must Make Strong Bid For Jerricho Cotcheri Last Thursday the New York Jet let go ||U||  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
A win over England on the 5th day of the 3rd test match will give us one more reason to celebr the INDEPEND Day ! Via ||T||  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
I may have just thrown a lime at an NFL player Apolog forthcom  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| hahahhahaha lol,it probabl becaus Instant Messag sat here in a green day hoodie.....xx e1  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Germani refus to bail out Itali Sourc polizeros.com -- Saturday August 06 2011Zero Hedg It just went f. ||U||  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
RT ||T|| Comedi central on point tonight  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
View from the Brooklyn bridg at night http://instagr.am/p/Jv0LL/  objective-OR-neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| Yes the Dalla event did Remind me to send you a link tomorrow It wa on 10 00 news too Our Ft Worth event had none tho  objective 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
RT ||T|| For those just tune in have link those two game as pkg To see Aaron Rodger Nov 6 you got to buy ticket  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| laugh out loud of cours ! ! my Favorit Disney movi is the 1st Aladdin...i love the 2nd one too  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Tuesday will be my last day in Florida e-1  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Interestingly Too Big to Fail wa also the titl of the pep talk that wa given to Melissa McCarthi thi morning  neutral 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Two-tim champion ||T|| is down big early but still ha Romo and Dez tonight as well as two RB to go  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| 'Cowboy and Aliens come to UK theatr on August 17th It look pretti good Gon not applic see it for my birthday on August 23rd  positive 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
WISCONSIN Rememb to Vote Tomorrow ! Consid it Practic for Recal Walker Practic Make Perfect  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
||T|| I know it wa n't a type mistak the curs on romo is come sun He go 2 suffer a sport hernia follow by receiv crab from dez  objective-OR-neutral 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 
Earliest possibl date for Amanda Knox appeal verdict Sept 29 per court schedul just releas Final argument begin Sept 23  objective 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
I 'm realli pleas with your concert in Mexico on Octob 1 and of cours I 'll be there ! ||T||  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
||T|| Ok Mr King see me about the Bill or the Eagl for that matter come the First weekend in Februari  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Mail on Sunday Cesc Fabrega is so desper to leav Arsen for Barcelona that he ha offer to give up more ||U||  negative 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Wise word of Kristin Chenoweth know when to leav may be the smartest thing you 'll ever learn  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Iron man 3 hangov part III the last Friday  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
go to see young savag saturday with my girl lol  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Pakistan hope of Bangladesh visit Pakistan 's cricket board said Sunday it hope to arrang a tour by Banglad. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
A bit of Sunday fun shot in Whitstable Kent and Muscat Oman ! 'Down Pour the Heaven ||U|| via ||T||  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
I have a feel there 's go to be quit abit of transfer activ at Spur tomorrow  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
||T|| is host Joe Bermudez Friday night in the Wildcat Den ! Free for student ! Listen to LAUNCHPAD tonight 8pm ||U||  objective 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Awhh I ca n't wait for Stevi Tv ! I wish it wa March 4 alreadi !  positive 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 
All the best to those who are take Physic tomorrow e1 &lt 3  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Yup it 's Nation Bieber Day becaus our babi just turn 18 ||T||  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| Loui Saha could becom the 8th player 2 score 4 6 differ PL team thi weekend.Can you name the 7 who 've dne it ?  objective 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 
||T|| I am serious think about it ! I may go back down to Drexel to get some book  positive 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
I just comment Look like Newcastl will be without Krul &amp Coloccini for monday night. in the Everton FC App ||U||  objective 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Ole boy who preach Sunday look like david ruffin from the temptat  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Vh1 is go to kill friday after next  positive 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Dear us and Australian Direction just know that becaus I live in Ireland doe n't mean I know Niall are countri may see small but it 's not e1 x  positive 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 
Okami HD make me wish I had a PS3 I may just wait for the PS4 and hope that all of PSN 's game are on the PS4 store as well  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
I 'm go to Cowboy Junki at Barbican Centr in London Unit Kingdom Jan 25 ||U||  objective 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Rt ||T|| IEBC may hold the most modern &amp credibl elections but that wont stop Kenya from Burn again IF the intoler we  negative 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Adm Turner Okinawa I may be crazi but it look like the Japanes have quit the war Nimitz Delet all after crazi  objective-OR-neutral 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Buzzin to see Santino Zack Ryder AJ and Layla turn the light on at Braehead Tuesday hahaha  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Down at Chester tonight play some bass with the August Jame band Ca n't wait to see what song we know how to play !  positive 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 
||T|| If you find someon on D-1 pleas share I may tri to do some with Wichita St and their oppon thi season  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
PlayStat Network mainten schedul for Octob 15 ||U|| That 'll be the new store then Excit !  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Head to Putrajaya may Allah bless along the way !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Men 's Club Basketbal game AT GONZAGA in the Rudolph Fit Center Court 1 on Monday Novemb 5th at 8 15pm ! ! ! Spread the word peopl !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Mort Zuckerman WSJDo n't be fool by the headlin unemploy number of 8.1 % announc on Friday The reason the number drop to 8.1 %  objective-OR-neutral 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 
Marvel 's Phase Two Kick Off with 'Iron Man 3 Trailer on Octob 23rd Briefly If Halloween is n't enough to l. ||U||  objective-OR-neutral 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
||T|| Plz give the fan a treat and start trash talk David Taylor Realli heat thing up befor what may be the Match of the Centuri !  objective-OR-neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
||T|| It 's the cool tasti Ice Cream Sandwich upgrad ||U|| It may take some get use to sinc it 's new ^ TH  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Silent Hous wa decent...now time to watch for the 2nd time Got a crush on Iron Man &amp Thor  positive 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Jazz and Celest are see Jack White in London on Saturday and I shall be eat Nutella with a spoon  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
You guy need a proven goal scorer ASAP &amp He fit the bill ! ! RT at onesimo25 Can Roman Abramovich pleas get us Falcao in Jan ! ! ! ||T||  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
